Date,FB,AMZN,AAPL,NFLX,GOOG
2013-12-31,54.650001525878906,398.7900085449219,17.875999450683594,52.5957145690918,558.2625122070312
2014-01-02,54.709999084472656,397.9700012207031,17.624588012695312,51.83142852783203,554.481689453125
2014-01-03,54.560001373291016,396.44000244140625,17.23745346069336,51.871429443359375,550.4368286132812
2014-01-06,57.20000076293945,393.6300048828125,17.331453323364258,51.36714172363281,556.5738525390625
2014-01-07,57.91999816894531,398.0299987792969,17.20749855041504,48.5,567.3035888671875
2014-01-08,58.22999954223633,401.9200134277344,17.316478729248047,48.71285629272461,568.4841918945312
2014-01-09,57.220001220703125,401.010009765625,17.0953426361084,48.150001525878906,563.0097045898438
2014-01-10,57.939998626708984,397.6600036621094,16.981271743774414,47.448570251464844,562.9797973632812
2014-01-13,55.90999984741211,390.9800109863281,17.070167541503906,48.11571502685547,559.3932495117188
2014-01-14,57.7400016784668,397.5400085449219,17.409841537475586,48.279998779296875,572.553955078125
2014-01-15,57.599998474121094,395.8699951171875,17.759374618530273,47.1971435546875,572.1654052734375
2014-01-16,57.189998626708984,395.79998779296875,17.66028594970703,47.38285827636719,575.951171875
2014-01-17,56.29999923706055,399.6099853515625,17.227575302124023,47.1485710144043,573.1168212890625
2014-01-21,58.5099983215332,407.04998779296875,17.495229721069336,46.95857238769531,579.67724609375
2014-01-22,57.5099983215332,404.5400085449219,17.57297134399414,47.67571258544922,580.3347778320312
2014-01-23,56.630001068115234,399.8699951171875,17.721776962280273,55.531429290771484,577.8839721679688
2014-01-24,54.45000076293945,387.6000061035156,17.399641036987305,55.1542854309082,559.816650390625
2014-01-27,53.54999923706055,386.2799987792969,17.540794372558594,54.461429595947266,548.558837890625
2014-01-28,55.13999938964844,394.42999267578125,16.138803482055664,58.11000061035156,559.408203125
2014-01-29,53.529998779296875,384.20001220703125,15.95559024810791,57.202857971191406,551.3932495117188
2014-01-30,61.08000183105469,403.010009765625,15.924678802490234,57.810001373291016,565.5750732421875
2014-01-31,62.56999969482422,358.69000244140625,15.950813293457031,58.47571563720703,588.2799682617188
2014-02-03,61.47999954223633,346.1499938964844,15.980441093444824,57.76856994628906,564.5987548828125
2014-02-04,62.75,347.95001220703125,16.21177101135254,57.987144470214844,566.9548950195312
2014-02-05,62.189998626708984,346.45001220703125,16.33285140991211,57.77428436279297,569.4655151367188
2014-02-06,62.15999984741211,354.5899963378906,16.42805290222168,58.272857666015625,577.814208984375
2014-02-07,64.31999969482422,361.0799865722656,16.657882690429688,61.42571258544922,586.5215454101562
2014-02-10,63.54999923706055,360.8699951171875,16.956302642822266,61.49142837524414,584.2749633789062
2014-02-11,64.8499984741211,361.7900085449219,17.17972183227539,61.998573303222656,592.8677978515625
2014-02-12,64.44999694824219,349.25,17.178442001342773,61.27571487426758,591.1292724609375
2014-02-13,67.33000183105469,357.20001220703125,17.451223373413086,62.36428451538086,597.7096557617188
2014-02-14,67.08999633789062,357.3500061035156,17.437118530273438,62.21571350097656,599.1542358398438
2014-02-18,67.30000305175781,353.6499938964844,17.50122833251953,62.407142639160156,603.1791381835938
2014-02-19,68.05999755859375,347.3800048828125,17.22491455078125,61.17571258544922,598.9251098632812
2014-02-20,69.62999725341797,349.79998779296875,17.025541305541992,62.13571548461914,599.8067626953125
2014-02-21,68.58999633789062,346.760009765625,16.836421966552734,61.74714279174805,599.6473999023438
2014-02-24,70.77999877929688,351.7799987792969,16.91014289855957,63.85714340209961,603.9910888671875
2014-02-25,69.8499984741211,358.32000732421875,16.734167098999023,64.71857452392578,607.7221069335938
2014-02-26,69.26000213623047,359.79998779296875,16.58319091796875,64.11285400390625,607.8067626953125
2014-02-27,68.94000244140625,360.1300048828125,16.913997650146484,64.60428619384766,607.32861328125
2014-02-28,68.45999908447266,362.1000061035156,16.868154525756836,63.66143035888672,605.5552368164062
2014-03-03,67.41000366210938,359.7799987792969,16.916879653930664,63.65571594238281,599.0994262695312
2014-03-04,68.80000305175781,363.8999938964844,17.028427124023438,64.99714660644531,605.1865844726562
2014-03-05,71.56999969482422,372.3699951171875,17.064329147338867,64.78571319580078,606.8553466796875
2014-03-06,70.83999633789062,372.1600036621094,17.01272201538086,64.35857391357422,607.52783203125
2014-03-07,69.80000305175781,372.05999755859375,17.002784729003906,64.0528564453125,605.1268310546875
2014-03-10,72.02999877929688,370.5299987792969,17.018169403076172,62.849998474121094,603.5228271484375
2014-03-11,70.0999984741211,368.82000732421875,17.18388557434082,62.49714279174805,597.7544555664062
2014-03-12,70.87999725341797,370.6400146484375,17.20054817199707,62.36857223510742,601.3958129882812
2014-03-13,68.83000183105469,371.510009765625,17.0095157623291,61.43714141845703,592.3098754882812
2014-03-14,67.72000122070312,373.739990234375,16.818470001220703,60.64142990112305,584.2102661132812
2014-03-17,68.73999786376953,375.0400085449219,16.884180068969727,60.388572692871094,593.82421875
2014-03-18,69.19000244140625,378.7699890136719,17.033557891845703,60.03571319580078,603.368408203125
2014-03-19,68.23999786376953,373.2300109863281,17.029067993164062,60.012855529785156,597.3858642578125
2014-03-20,66.97000122070312,368.9700012207031,16.947011947631836,60.61000061035156,596.3447265625
2014-03-21,67.23999786376953,360.6199951171875,17.080673217773438,57.998573303222656,589.3110961914062
2014-03-24,64.0999984741211,351.8500061035156,17.283254623413086,54.128570556640625,576.802978515625
2014-03-25,64.88999938964844,354.7099914550781,17.46916961669922,52.977142333984375,577.196533203125
2014-03-26,60.38999938964844,343.4100036621094,17.302169799804688,53.182857513427734,563.8714599609375
2014-03-27,60.970001220703125,338.4700012207031,17.227802276611328,52.02571487426758,556.9309692382812
2014-03-28,60.0099983215332,338.2900085449219,17.208568572998047,51.26714324951172,558.456787109375
2014-03-31,60.2400016784668,336.3699951171875,17.204723358154297,50.290000915527344,555.4450073242188
2014-04-01,62.619998931884766,342.989990234375,17.362110137939453,52.09857177734375,565.6071166992188
2014-04-02,62.720001220703125,341.9599914550781,17.390960693359375,51.84000015258789,565.4475708007812
2014-04-03,59.4900016784668,333.6199951171875,17.27043342590332,50.66999816894531,568.1800537109375
2014-04-04,56.75,323.0,17.047021865844727,48.18714141845703,541.6528930664062
2014-04-07,56.95000076293945,317.760009765625,16.779369354248047,48.28571319580078,536.6765747070312
2014-04-08,58.189998626708984,327.07000732421875,16.778409957885742,49.841426849365234,553.3806762695312
2014-04-09,62.40999984741211,331.80999755859375,16.998939514160156,50.432857513427734,562.5953979492188
2014-04-10,59.15999984741211,317.1099853515625,16.779687881469727,47.818572998046875,539.4688720703125
2014-04-11,58.529998779296875,311.7300109863281,16.655637741088867,46.672855377197266,529.147216796875
2014-04-14,58.88999938964844,315.9100036621094,16.721982955932617,47.36857223510742,531.0619506835938
2014-04-15,59.09000015258789,316.0799865722656,16.602746963500977,46.61000061035156,534.9712524414062
2014-04-16,59.720001220703125,323.67999267578125,16.636402130126953,47.34428405761719,555.0161743164062
2014-04-17,58.939998626708984,324.9100036621094,16.826488494873047,49.39142990112305,534.6321411132812
2014-04-21,61.2400016784668,330.8699951171875,17.026185989379883,49.78428649902344,527.1726684570312
2014-04-22,63.029998779296875,329.32000732421875,17.043169021606445,53.271427154541016,533.345703125
2014-04-23,61.36000061035156,324.5799865722656,16.82039451599121,50.5,525.4972534179688
2014-04-24,60.869998931884766,337.1499938964844,18.19936180114746,49.15285873413086,523.7221069335938
2014-04-25,57.709999084472656,303.8299865722656,18.333032608032227,46.01142883300781,514.7667236328125
2014-04-28,56.13999938964844,296.5799865722656,19.043031692504883,44.887142181396484,515.7340698242188
2014-04-29,58.150001525878906,300.3800048828125,18.98661231994629,45.69571304321289,526.2551879882812
2014-04-30,59.779998779296875,304.1300048828125,18.914810180664062,46.005714416503906,525.218017578125
2014-05-01,61.150001525878906,307.8900146484375,18.959367752075195,48.07428741455078,529.8952026367188
2014-05-02,60.459999084472656,308.010009765625,18.994625091552734,48.66428756713867,526.4845581054688
2014-05-05,61.220001220703125,310.04998779296875,19.26323699951172,49.1971435546875,526.3648681640625
2014-05-06,58.529998779296875,297.3800048828125,19.053285598754883,46.59857177734375,513.7295532226562
2014-05-07,57.38999938964844,292.7099914550781,18.98661231994629,45.79142761230469,508.5637512207031
2014-05-08,56.7599983215332,288.32000732421875,18.95276641845703,45.9514274597168,509.60089111328125
2014-05-09,57.2400016784668,292.239990234375,18.873798370361328,46.93571472167969,517.3097534179688
2014-05-12,59.83000183105469,302.8599853515625,19.10877799987793,49.349998474121094,528.4691162109375
2014-05-13,59.83000183105469,304.6400146484375,19.138748168945312,49.591426849365234,531.6304321289062
2014-05-14,59.22999954223633,297.6199951171875,19.142301559448242,50.26856994628906,525.2080688476562
2014-05-15,57.91999816894531,295.19000244140625,18.97951889038086,49.16999816894531,518.5562744140625
2014-05-16,58.02000045776367,297.70001220703125,19.25963020324707,49.98285675048828,519.2045288085938
2014-05-19,59.209999084472656,296.760009765625,19.487842559814453,52.07143020629883,527.4119873046875
2014-05-20,58.560001373291016,301.19000244140625,19.4917049407959,53.0957145690918,528.3195190429688
2014-05-21,60.4900016784668,305.010009765625,19.543283462524414,55.79999923706055,537.4644165039062
2014-05-22,60.52000045776367,304.9100036621094,19.574220657348633,55.97142791748047,543.567626953125
2014-05-23,61.349998474121094,312.239990234375,19.795345306396484,57.478572845458984,551.1867065429688
2014-05-27,63.47999954223633,310.82000732421875,20.166027069091797,56.97285842895508,564.4004516601562
2014-05-28,63.5099983215332,310.1600036621094,20.113807678222656,57.31999969482422,560.1421508789062
2014-05-29,63.83000183105469,313.7799987792969,20.480295181274414,59.31428527832031,558.5465087890625
2014-05-30,63.29999923706055,312.54998779296875,20.403581619262695,59.689998626708984,558.3570556640625
2014-06-02,63.08000183105469,308.8399963378906,20.26336097717285,60.29428482055664,552.413330078125
2014-06-03,62.869998931884766,307.19000244140625,20.54991912841797,59.65285873413086,543.4479370117188
